Player,team,Rk,G,Date,Age,Tm,Place,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
LeBron James,LAL,51,45.0,2024-02-03,39-035,LAL,Away,NYK,W (+8),1,40:18,10.0,19.0,0.526,2.0,5.0,0.4,2.0,2.0,1.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,24.0,21.4,11.0
LeBron James,LAL,52,46.0,2024-02-05,39-037,LAL,Away,CHO,W (+6),1,39:32,12.0,22.0,0.545,0.0,5.0,0.0,2.0,3.0,0.667,0.0,4.0,4.0,7.0,1.0,1.0,4.0,2.0,26.0,18.0,2.0
LeBron James,LAL,53,47.0,2024-02-08,39-040,LAL,,DEN,L (-8),1,35:22,9.0,20.0,0.45,2.0,6.0,0.333,5.0,5.0,1.0,1.0,8.0,9.0,7.0,1.0,1.0,2.0,0.0,25.0,22.3,-6.0
LeBron James,LAL,54,48.0,2024-02-09,39-041,LAL,,NOP,W (+17),1,37:31,6.0,13.0,0.462,2.0,2.0,1.0,7.0,8.0,0.875,1.0,3.0,4.0,14.0,1.0,1.0,2.0,2.0,21.0,24.2,15.0
LeBron James,LAL,55,49.0,2024-02-13,39-045,LAL,,DET,W (+14),1,30:42,9.0,15.0,0.6,3.0,6.0,0.5,4.0,4.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,4.0,0.0,25.0,20.0,9.0
D'Angelo Russell,LAL,1,1.0,2023-10-24,27-243,LAL,Away,DEN,L (-12),1,36:11,4.0,12.0,0.333,2.0,5.0,0.4,1.0,2.0,0.5,0.0,4.0,4.0,7.0,1.0,0.0,3.0,3.0,11.0,6.7,1.0
D'Angelo Russell,LAL,2,2.0,2023-10-26,27-245,LAL,,PHO,W (+5),1,33:05,6.0,16.0,0.375,1.0,7.0,0.143,1.0,1.0,1.0,0.0,4.0,4.0,5.0,2.0,1.0,3.0,2.0,14.0,8.8,8.0
D'Angelo Russell,LAL,3,3.0,2023-10-29,27-248,LAL,Away,SAC,L (-5),1,40:38,5.0,13.0,0.385,1.0,5.0,0.2,6.0,7.0,0.857,0.0,3.0,3.0,9.0,0.0,0.0,0.0,4.0,17.0,15.1,-7.0
D'Angelo Russell,LAL,4,4.0,2023-10-30,27-249,LAL,,ORL,W (+3),1,36:22,10.0,14.0,0.714,3.0,6.0,0.5,5.0,5.0,1.0,0.0,2.0,2.0,8.0,1.0,1.0,3.0,4.0,28.0,25.5,7.0
D'Angelo Russell,LAL,5,5.0,2023-11-01,27-251,LAL,,LAC,W (+5),1,36:13,10.0,19.0,0.526,3.0,7.0,0.429,4.0,4.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,3.0,2.0,27.0,18.7,3.0
D'Angelo Russell,LAL,6,6.0,2023-11-04,27-254,LAL,Away,ORL,L (-19),1,34:42,4.0,17.0,0.235,1.0,10.0,0.1,2.0,2.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0,2.0,11.0,3.7,-17.0
D'Angelo Russell,LAL,7,7.0,2023-11-06,27-256,LAL,Away,MIA,L (-1),1,28:42,6.0,10.0,0.6,1.0,3.0,0.333,0.0,0.0,,0.0,4.0,4.0,6.0,0.0,1.0,3.0,2.0,13.0,10.7,-4.0
D'Angelo Russell,LAL,8,8.0,2023-11-08,27-258,LAL,Away,HOU,L (-34),1,27:35,9.0,18.0,0.5,4.0,7.0,0.571,0.0,0.0,,0.0,2.0,2.0,4.0,0.0,3.0,1.0,1.0,22.0,17.1,-18.0
D'Angelo Russell,LAL,9,9.0,2023-11-10,27-260,LAL,Away,PHO,W (+3),1,28:52,6.0,12.0,0.5,0.0,3.0,0.0,7.0,9.0,0.778,0.0,3.0,3.0,9.0,0.0,1.0,1.0,4.0,19.0,17.5,1.0
D'Angelo Russell,LAL,10,10.0,2023-11-12,27-262,LAL,,POR,W (+6),1,31:53,5.0,14.0,0.357,0.0,3.0,0.0,1.0,2.0,0.5,1.0,4.0,5.0,11.0,1.0,0.0,1.0,2.0,11.0,11.6,4.0
D'Angelo Russell,LAL,11,11.0,2023-11-14,27-264,LAL,,MEM,W (+27),1,26:35,8.0,12.0,0.667,6.0,8.0,0.75,2.0,3.0,0.667,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,24.0,22.8,25.0
D'Angelo Russell,LAL,12,12.0,2023-11-15,27-265,LAL,,SAC,L (-15),1,34:44,12.0,20.0,0.6,4.0,6.0,0.667,0.0,0.0,,3.0,2.0,5.0,5.0,0.0,1.0,2.0,3.0,28.0,22.5,-13.0
D'Angelo Russell,LAL,13,13.0,2023-11-17,27-267,LAL,Away,POR,W (+12),1,28:50,5.0,10.0,0.5,4.0,7.0,0.571,0.0,1.0,0.0,1.0,2.0,3.0,6.0,0.0,0.0,4.0,1.0,14.0,9.7,2.0
D'Angelo Russell,LAL,14,14.0,2023-11-19,27-269,LAL,,HOU,W (+1),1,24:29,1.0,8.0,0.125,1.0,5.0,0.2,1.0,2.0,0.5,0.0,5.0,5.0,2.0,3.0,0.0,3.0,1.0,4.0,0.9,-7.0
D'Angelo Russell,LAL,15,15.0,2023-11-21,27-271,LAL,,UTA,W (+32),1,26:17,7.0,9.0,0.778,3.0,4.0,0.75,3.0,5.0,0.6,0.0,3.0,3.0,8.0,0.0,1.0,0.0,2.0,20.0,22.1,30.0
D'Angelo Russell,LAL,16,16.0,2023-11-22,27-272,LAL,,DAL,L (-3),1,24:24,5.0,11.0,0.455,2.0,4.0,0.5,3.0,3.0,1.0,0.0,3.0,3.0,5.0,0.0,1.0,1.0,1.0,15.0,13.0,1.0
D'Angelo Russell,LAL,17,17.0,2023-11-25,27-275,LAL,Away,CLE,W (+6),1,31:57,4.0,12.0,0.333,2.0,6.0,0.333,0.0,0.0,,0.0,5.0,5.0,5.0,2.0,0.0,4.0,3.0,10.0,5.0,3.0
D'Angelo Russell,LAL,18,18.0,2023-11-27,27-277,LAL,Away,PHI,L (-44),1,24:24,5.0,10.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,12.0,12.1,-8.0
D'Angelo Russell,LAL,19,19.0,2023-11-29,27-279,LAL,Away,DET,W (+26),1,34:19,13.0,17.0,0.765,5.0,7.0,0.714,4.0,5.0,0.8,0.0,4.0,4.0,9.0,1.0,2.0,3.0,0.0,35.0,34.8,31.0
D'Angelo Russell,LAL,20,20.0,2023-11-30,27-280,LAL,Away,OKC,L (-23),1,32:07,6.0,13.0,0.462,2.0,5.0,0.4,2.0,2.0,1.0,1.0,2.0,3.0,10.0,1.0,0.0,2.0,3.0,16.0,15.4,-4.0
D'Angelo Russell,LAL,21,21.0,2023-12-02,27-282,LAL,,HOU,W (+10),1,26:22,4.0,10.0,0.4,1.0,5.0,0.2,0.0,0.0,,0.0,2.0,2.0,7.0,5.0,0.0,0.0,2.0,9.0,13.3,8.0
D'Angelo Russell,LAL,22,22.0,2023-12-05,27-285,LAL,,PHO,W (+3),1,24:14,3.0,11.0,0.273,2.0,6.0,0.333,0.0,0.0,,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,8.0,4.9,-7.0
D'Angelo Russell,LAL,23,23.0,2023-12-07,27-287,LAL,,NOP,W (+44),1,21:59,6.0,10.0,0.6,2.0,5.0,0.4,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,4.0,1.0,14.0,7.6,23.0
D'Angelo Russell,LAL,24,24.0,2023-12-12,27-292,LAL,Away,DAL,L (-2),1,25:00,3.0,9.0,0.333,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,7.0,0.0,0.0,2.0,4.0,7.0,3.8,-6.0
D'Angelo Russell,LAL,25,25.0,2023-12-13,27-293,LAL,Away,SAS,W (+3),1,32:33,6.0,13.0,0.462,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,10.0,3.0,0.0,3.0,4.0,12.0,11.2,-6.0
D'Angelo Russell,LAL,27,26.0,2023-12-18,27-298,LAL,,NYK,L (-5),1,27:40,3.0,10.0,0.3,3.0,6.0,0.5,0.0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,9.0,7.5,-4.0
D'Angelo Russell,LAL,28,27.0,2023-12-20,27-300,LAL,Away,CHI,L (-16),1,27:33,1.0,6.0,0.167,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,-1.9,3.0
D'Angelo Russell,LAL,29,28.0,2023-12-21,27-301,LAL,Away,MIN,L (-7),1,38:21,7.0,19.0,0.368,2.0,6.0,0.333,1.0,1.0,1.0,0.0,4.0,4.0,8.0,2.0,3.0,4.0,1.0,17.0,13.0,-4.0
D'Angelo Russell,LAL,40,36.0,2024-01-13,27-324,LAL,Away,UTA,L (-7),1,40:47,15.0,26.0,0.577,6.0,11.0,0.545,3.0,3.0,1.0,0.0,3.0,3.0,8.0,1.0,2.0,3.0,3.0,39.0,31.5,-2.0
D'Angelo Russell,LAL,41,37.0,2024-01-15,27-326,LAL,,OKC,W (+7),1,35:48,5.0,12.0,0.417,2.0,7.0,0.286,2.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,5.0,2.0,14.0,9.7,3.0
D'Angelo Russell,LAL,42,38.0,2024-01-17,27-328,LAL,,DAL,W (+17),1,35:58,11.0,20.0,0.55,5.0,7.0,0.714,2.0,2.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,29.0,22.1,16.0
D'Angelo Russell,LAL,43,39.0,2024-01-19,27-330,LAL,,BRK,L (-18),1,34:53,7.0,14.0,0.5,3.0,5.0,0.6,3.0,3.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,2.0,4.0,20.0,15.6,-16.0
D'Angelo Russell,LAL,44,40.0,2024-01-21,27-332,LAL,,POR,W (+24),1,33:56,14.0,21.0,0.667,6.0,11.0,0.545,0.0,0.0,,1.0,0.0,1.0,8.0,0.0,2.0,0.0,2.0,34.0,31.8,29.0
D'Angelo Russell,LAL,45,41.0,2024-01-23,27-334,LAL,Away,LAC,L (-11),1,39:57,9.0,21.0,0.429,4.0,10.0,0.4,5.0,6.0,0.833,2.0,3.0,5.0,10.0,0.0,1.0,5.0,3.0,27.0,19.3,-7.0
D'Angelo Russell,LAL,46,42.0,2024-01-25,27-336,LAL,,CHI,W (+9),1,37:43,10.0,18.0,0.556,8.0,13.0,0.615,1.0,2.0,0.5,0.0,0.0,0.0,4.0,1.0,1.0,2.0,3.0,29.0,21.3,7.0
D'Angelo Russell,LAL,47,43.0,2024-01-27,27-338,LAL,Away,GSW,W (+1),1,48:47,8.0,19.0,0.421,5.0,8.0,0.625,7.0,7.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,4.0,4.0,28.0,19.8,12.0
D'Angelo Russell,LAL,48,44.0,2024-01-29,27-340,LAL,Away,HOU,L (-16),1,41:10,8.0,19.0,0.421,3.0,12.0,0.25,4.0,5.0,0.8,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,23.0,16.3,-19.0
D'Angelo Russell,LAL,49,45.0,2024-01-30,27-341,LAL,Away,ATL,L (-16),1,27:08,3.0,11.0,0.273,1.0,5.0,0.2,2.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,2.0,9.0,3.5,-11.0
D'Angelo Russell,LAL,50,46.0,2024-02-01,27-343,LAL,Away,BOS,W (+9),1,39:02,5.0,20.0,0.25,4.0,8.0,0.5,2.0,4.0,0.5,2.0,6.0,8.0,14.0,2.0,0.0,1.0,1.0,16.0,16.8,4.0
D'Angelo Russell,LAL,51,47.0,2024-02-03,27-345,LAL,Away,NYK,W (+8),1,26:59,5.0,14.0,0.357,2.0,7.0,0.286,4.0,4.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,4.0,16.0,10.4,-6.0
D'Angelo Russell,LAL,52,48.0,2024-02-05,27-347,LAL,Away,CHO,W (+6),1,39:40,10.0,21.0,0.476,5.0,12.0,0.417,3.0,3.0,1.0,0.0,4.0,4.0,6.0,1.0,0.0,3.0,2.0,28.0,19.9,-2.0
D'Angelo Russell,LAL,54,49.0,2024-02-09,27-351,LAL,,NOP,W (+17),1,39:45,9.0,19.0,0.474,6.0,13.0,0.462,6.0,6.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,4.0,30.0,23.8,13.0
D'Angelo Russell,LAL,55,50.0,2024-02-13,27-355,LAL,,DET,W (+14),1,31:41,8.0,18.0,0.444,4.0,9.0,0.444,1.0,2.0,0.5,1.0,1.0,2.0,3.0,0.0,1.0,3.0,2.0,21.0,11.2,7.0
D'Angelo Russell,LAL,56,51.0,2024-02-14,27-356,LAL,Away,UTA,W (+16),1,33:19,4.0,8.0,0.5,0.0,1.0,0.0,3.0,3.0,1.0,1.0,8.0,9.0,17.0,1.0,0.0,2.0,4.0,11.0,19.4,9.0
Austin Reaves,LAL,1,1.0,2023-10-24,25-148,LAL,Away,DEN,L (-12),1,31:20,4.0,11.0,0.364,1.0,2.0,0.5,5.0,7.0,0.714,4.0,4.0,8.0,4.0,2.0,0.0,2.0,2.0,14.0,13.1,-14.0
Austin Reaves,LAL,2,2.0,2023-10-26,25-150,LAL,,PHO,W (+5),1,27:54,4.0,7.0,0.571,1.0,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,10.0,6.0,-11.0
Austin Reaves,LAL,3,3.0,2023-10-29,25-153,LAL,Away,SAC,L (-5),1,27:32,1.0,12.0,0.083,1.0,8.0,0.125,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,5.0,-3.8,-12.0
Austin Reaves,LAL,4,4.0,2023-10-30,25-154,LAL,,ORL,W (+3),1,31:19,5.0,12.0,0.417,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,1.0,3.0,0.0,11.0,5.3,-14.0
Austin Reaves,LAL,5,5.0,2023-11-01,25-156,LAL,,LAC,W (+5),1,37:37,5.0,13.0,0.385,0.0,3.0,0.0,5.0,5.0,1.0,2.0,5.0,7.0,7.0,3.0,0.0,5.0,4.0,15.0,12.1,-5.0
Austin Reaves,LAL,6,6.0,2023-11-04,25-159,LAL,Away,ORL,L (-19),1,34:00,7.0,11.0,0.636,3.0,5.0,0.6,3.0,4.0,0.75,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,20.0,17.7,6.0
Austin Reaves,LAL,7,7.0,2023-11-06,25-161,LAL,Away,MIA,L (-1),1,40:08,9.0,14.0,0.643,3.0,8.0,0.375,2.0,3.0,0.667,3.0,7.0,10.0,9.0,1.0,0.0,4.0,1.0,23.0,23.5,2.0
Austin Reaves,LAL,8,8.0,2023-11-08,25-163,LAL,Away,HOU,L (-34),1,25:56,2.0,9.0,0.222,0.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,1.0,7.0,4.2,-28.0
Austin Reaves,LAL,26,26.0,2023-12-15,25-200,LAL,Away,SAS,L (-14),1,34:04,8.0,18.0,0.444,4.0,10.0,0.4,2.0,2.0,1.0,2.0,5.0,7.0,4.0,0.0,0.0,2.0,0.0,22.0,16.3,-8.0
Austin Reaves,LAL,35,35.0,2024-01-03,25-219,LAL,,MIA,L (-14),1,36:47,7.0,12.0,0.583,2.0,6.0,0.333,8.0,9.0,0.889,0.0,5.0,5.0,8.0,0.0,0.0,3.0,2.0,24.0,21.3,-2.0
Austin Reaves,LAL,36,36.0,2024-01-05,25-221,LAL,,MEM,L (-14),1,40:00,8.0,14.0,0.571,0.0,3.0,0.0,3.0,4.0,0.75,0.0,7.0,7.0,12.0,2.0,0.0,1.0,4.0,19.0,21.9,-23.0
Austin Reaves,LAL,37,37.0,2024-01-07,25-223,LAL,,LAC,W (+3),1,32:11,2.0,5.0,0.4,0.0,3.0,0.0,4.0,5.0,0.8,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,8.0,4.3,-4.0
Austin Reaves,LAL,38,38.0,2024-01-09,25-225,LAL,,TOR,W (+1),1,31:54,3.0,10.0,0.3,1.0,6.0,0.167,4.0,4.0,1.0,0.0,3.0,3.0,7.0,1.0,0.0,0.0,2.0,11.0,11.2,-2.0
Austin Reaves,LAL,39,39.0,2024-01-11,25-227,LAL,,PHO,L (-18),1,30:22,4.0,7.0,0.571,2.0,3.0,0.667,3.0,3.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,2.0,13.0,11.8,-23.0
Austin Reaves,LAL,40,40.0,2024-01-13,25-229,LAL,Away,UTA,L (-7),1,30:54,7.0,8.0,0.875,1.0,2.0,0.5,4.0,6.0,0.667,1.0,3.0,4.0,2.0,0.0,0.0,1.0,6.0,19.0,15.0,-21.0
Austin Reaves,LAL,41,41.0,2024-01-15,25-231,LAL,,OKC,W (+7),1,33:10,6.0,10.0,0.6,1.0,3.0,0.333,2.0,2.0,1.0,0.0,3.0,3.0,7.0,0.0,1.0,2.0,0.0,15.0,14.9,9.0
Austin Reaves,LAL,42,42.0,2024-01-17,25-233,LAL,,DAL,W (+17),1,29:30,6.0,8.0,0.75,2.0,2.0,1.0,0.0,0.0,,0.0,3.0,3.0,7.0,1.0,0.0,3.0,2.0,14.0,13.8,20.0
Austin Reaves,LAL,43,43.0,2024-01-19,25-235,LAL,,BRK,L (-18),1,33:25,4.0,12.0,0.333,0.0,6.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,5.0,1.0,0.0,0.0,2.0,9.0,6.8,-13.0
Austin Reaves,LAL,44,44.0,2024-01-21,25-237,LAL,,POR,W (+24),1,25:36,5.0,10.0,0.5,3.0,4.0,0.75,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,15.0,12.6,4.0
Austin Reaves,LAL,45,45.0,2024-01-23,25-239,LAL,Away,LAC,L (-11),1,33:56,5.0,14.0,0.357,2.0,8.0,0.25,0.0,0.0,,0.0,2.0,2.0,5.0,2.0,1.0,3.0,3.0,12.0,6.8,-8.0
Austin Reaves,LAL,46,46.0,2024-01-25,25-241,LAL,,CHI,W (+9),1,33:13,7.0,9.0,0.778,2.0,3.0,0.667,4.0,4.0,1.0,0.0,3.0,3.0,8.0,0.0,0.0,1.0,4.0,20.0,20.4,14.0
Austin Reaves,LAL,47,47.0,2024-01-27,25-243,LAL,Away,GSW,W (+1),1,46:46,4.0,14.0,0.286,1.0,7.0,0.143,8.0,9.0,0.889,0.0,2.0,2.0,6.0,2.0,0.0,5.0,3.0,17.0,9.0,4.0
Austin Reaves,LAL,48,48.0,2024-01-29,25-245,LAL,Away,HOU,L (-16),1,29:44,3.0,8.0,0.375,1.0,3.0,0.333,1.0,2.0,0.5,1.0,2.0,3.0,5.0,1.0,0.0,2.0,1.0,8.0,6.6,-11.0
Austin Reaves,LAL,49,49.0,2024-01-30,25-246,LAL,Away,ATL,L (-16),1,32:21,10.0,19.0,0.526,3.0,8.0,0.375,5.0,7.0,0.714,0.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,28.0,21.7,-15.0
Austin Reaves,LAL,50,50.0,2024-02-01,25-248,LAL,Away,BOS,W (+9),1,34:34,10.0,18.0,0.556,7.0,10.0,0.7,5.0,7.0,0.714,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,32.0,24.9,16.0
Austin Reaves,LAL,51,51.0,2024-02-03,25-250,LAL,Away,NYK,W (+8),1,38:47,6.0,13.0,0.462,3.0,6.0,0.5,7.0,8.0,0.875,0.0,6.0,6.0,7.0,0.0,2.0,1.0,3.0,22.0,20.8,8.0
Austin Reaves,LAL,52,52.0,2024-02-05,25-252,LAL,Away,CHO,W (+6),1,36:10,3.0,8.0,0.375,0.0,5.0,0.0,3.0,3.0,1.0,0.0,4.0,4.0,11.0,1.0,1.0,5.0,3.0,9.0,9.0,15.0
Austin Reaves,LAL,53,53.0,2024-02-08,25-255,LAL,,DEN,L (-8),1,36:16,6.0,16.0,0.375,2.0,7.0,0.286,1.0,2.0,0.5,1.0,1.0,2.0,10.0,2.0,0.0,1.0,2.0,15.0,14.0,-9.0
Austin Reaves,LAL,54,54.0,2024-02-09,25-256,LAL,,NOP,W (+17),1,31:22,10.0,15.0,0.667,3.0,4.0,0.75,4.0,5.0,0.8,0.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,27.0,22.3,3.0
Austin Reaves,LAL,55,55.0,2024-02-13,25-260,LAL,,DET,W (+14),1,32:29,3.0,9.0,0.333,2.0,5.0,0.4,7.0,7.0,1.0,0.0,7.0,7.0,6.0,1.0,1.0,2.0,4.0,15.0,14.3,25.0
Austin Reaves,LAL,56,56.0,2024-02-14,25-261,LAL,Away,UTA,W (+16),1,33:40,9.0,13.0,0.692,3.0,5.0,0.6,1.0,1.0,1.0,0.0,4.0,4.0,7.0,3.0,0.0,3.0,0.0,22.0,22.6,22.0
Taurean Prince,LAL,1,1.0,2023-10-24,29-216,LAL,Away,DEN,L (-12),1,29:53,6.0,8.0,0.75,4.0,6.0,0.667,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,18.0,16.5,-14.0
Taurean Prince,LAL,2,2.0,2023-10-26,29-218,LAL,,PHO,W (+5),1,18:10,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,-3.7,-15.0
Taurean Prince,LAL,3,3.0,2023-10-29,29-221,LAL,Away,SAC,L (-5),1,41:23,7.0,17.0,0.412,5.0,13.0,0.385,1.0,2.0,0.5,0.0,3.0,3.0,2.0,0.0,1.0,1.0,3.0,20.0,11.3,-10.0
Taurean Prince,LAL,4,4.0,2023-10-30,29-222,LAL,,ORL,W (+3),1,26:28,1.0,4.0,0.25,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,1.8,-5.0
Taurean Prince,LAL,7,5.0,2023-11-06,29-229,LAL,Away,MIA,L (-1),1,34:28,4.0,9.0,0.444,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,2.0,2.0,0.0,0.0,4.0,9.0,7.0,13.0
Taurean Prince,LAL,8,6.0,2023-11-08,29-231,LAL,Away,HOU,L (-34),1,26:38,3.0,6.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,7.0,2.8,-16.0
Taurean Prince,LAL,9,7.0,2023-11-10,29-233,LAL,Away,PHO,W (+3),1,32:44,3.0,8.0,0.375,0.0,4.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,7.0,2.3,3.0
Taurean Prince,LAL,10,8.0,2023-11-12,29-235,LAL,,POR,W (+6),1,33:10,5.0,9.0,0.556,0.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,11.0,7.5,1.0
Taurean Prince,LAL,11,9.0,2023-11-14,29-237,LAL,,MEM,W (+27),1,29:28,3.0,6.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,8.0,6.4,9.0
Taurean Prince,LAL,12,10.0,2023-11-15,29-238,LAL,,SAC,L (-15),1,25:28,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,7.0,4.1,-24.0
Taurean Prince,LAL,13,11.0,2023-11-17,29-240,LAL,Away,POR,W (+12),1,35:05,3.0,7.0,0.429,1.0,5.0,0.2,3.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,10.0,9.1,10.0
Taurean Prince,LAL,14,12.0,2023-11-19,29-242,LAL,,HOU,W (+1),1,23:55,1.0,11.0,0.091,0.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,-3.9,-6.0
Taurean Prince,LAL,15,13.0,2023-11-21,29-244,LAL,,UTA,W (+32),1,30:34,1.0,8.0,0.125,0.0,4.0,0.0,2.0,3.0,0.667,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,-2.2,26.0
Taurean Prince,LAL,16,14.0,2023-11-22,29-245,LAL,,DAL,L (-3),1,36:52,6.0,10.0,0.6,2.0,5.0,0.4,0.0,0.0,,1.0,5.0,6.0,2.0,0.0,0.0,1.0,3.0,14.0,10.8,15.0
Taurean Prince,LAL,17,15.0,2023-11-25,29-248,LAL,Away,CLE,W (+6),1,31:38,3.0,8.0,0.375,1.0,3.0,0.333,0.0,0.0,,0.0,4.0,4.0,6.0,1.0,2.0,0.0,0.0,7.0,10.4,12.0
Taurean Prince,LAL,18,16.0,2023-11-27,29-250,LAL,Away,PHI,L (-44),1,28:34,4.0,8.0,0.5,3.0,6.0,0.5,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,1.0,3.0,11.0,6.7,-26.0
Taurean Prince,LAL,19,17.0,2023-11-29,29-252,LAL,Away,DET,W (+26),1,22:43,3.0,4.0,0.75,3.0,4.0,0.75,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,8.4,26.0
Taurean Prince,LAL,20,18.0,2023-11-30,29-253,LAL,Away,OKC,L (-23),1,31:48,2.0,7.0,0.286,2.0,5.0,0.4,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,6.0,0.6,-10.0
Taurean Prince,LAL,21,19.0,2023-12-02,29-255,LAL,,HOU,W (+10),1,29:17,4.0,7.0,0.571,3.0,5.0,0.6,0.0,0.0,,0.0,6.0,6.0,1.0,2.0,0.0,1.0,0.0,11.0,11.2,6.0
Taurean Prince,LAL,22,20.0,2023-12-05,29-258,LAL,,PHO,W (+3),1,26:41,2.0,6.0,0.333,0.0,2.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,5.0,1.7,-12.0
Taurean Prince,LAL,23,21.0,2023-12-07,29-260,LAL,,NOP,W (+44),1,23:17,5.0,9.0,0.556,5.0,8.0,0.625,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,15.0,12.1,23.0
Taurean Prince,LAL,24,22.0,2023-12-12,29-265,LAL,Away,DAL,L (-2),1,36:56,5.0,6.0,0.833,5.0,6.0,0.833,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,15.0,15.8,5.0
Taurean Prince,LAL,25,23.0,2023-12-13,29-266,LAL,Away,SAS,W (+3),1,32:17,6.0,12.0,0.5,4.0,10.0,0.4,1.0,2.0,0.5,1.0,4.0,5.0,5.0,2.0,1.0,3.0,1.0,17.0,15.3,3.0
Taurean Prince,LAL,26,24.0,2023-12-15,29-268,LAL,Away,SAS,L (-14),1,35:58,5.0,10.0,0.5,2.0,6.0,0.333,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,12.0,8.5,-19.0
Taurean Prince,LAL,27,25.0,2023-12-18,29-271,LAL,,NYK,L (-5),1,38:35,3.0,13.0,0.231,3.0,13.0,0.231,0.0,0.0,,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,9.0,3.5,-1.0
Taurean Prince,LAL,28,26.0,2023-12-20,29-273,LAL,Away,CHI,L (-16),1,33:52,5.0,10.0,0.5,4.0,8.0,0.5,2.0,2.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,16.0,14.5,-7.0
